LINK_ID,F_NODE,T_NODE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK
"4050032004","4050079500","4050015500","3","106","000","1132",일주동로,"0","0","000","60","0","0","0",38.76960000000,
"4050032700","4050000501","4050000502","1","106","000","1117",1100로,"0","0","000","40","0","0","0",377.27530000000,
"4050032800","4050000502","4050000501","1","106","000","1117",1100로,"0","0","000","40","0","0","0",367.93030000000,
"4050033400","4050001800","4050001500","1","106","000","1117",산록북로,"0","0","000","60","0","0","0",423.32250000000,
"4050034200","4050016000","4050016100","2","107","000","-",명림로,"0","0","000","40","0","0","0",524.82280000000,
"4050040100","4050002902","4050018300","2","107","000","-",애조로,"0","0","000","80","0","0","0",178.99390000000,
"4050032900","4050000800","4050000900","1","107","000","-",산록도로,"0","0","000","10","0","0","0",2980.42580000000,
"4050033000","4050000900","4050000800","1","107","000","-",산록도로,"0","0","000","10","0","0","0",2994.29040000000,
"4050033100","4050000602","4050000601","1","106","000","1112",비자림로,"0","0","000","60","0","0","0",170.61890000000,
"4050033200","4050000601","4050000602","1","106","000","1112",비자림로,"1","0","000","60","0","0","0",151.20080000000,
"4050033300","4050001500","4050001800","1","106","000","1117",산록북로,"0","0","000","60","0","0","0",426.92810000000,
"4050033500","4050001101","4050001102","1","106","000","1139",1100로,"0","0","000","60","0","0","0",1578.05750000000,
"4050033600","4050001102","4050001101","1","106","000","1139",1100로,"0","0","000","60","0","0","0",1605.62060000000,
"4050033700","4050001400","4050016000","1","107","000","-",명림로,"0","0","000","60","0","0","0",2226.28010000000,
"4050033800","4050016000","4050001400","1","107","000","-",명림로,"0","0","000","60","0","0","0",2224.31810000000,
"4050033900","4050002300","4050002301","1","107","000","-",산록북로,"0","0","000","10","0","0","0",378.16420000000,
"4050034000","4050002301","4050002300","1","107","000","-",산록북로,"0","0","000","10","0","0","0",399.54830000000,
"4050034100","4050016100","4050016000","2","107","000","-",명림로,"0","0","000","40","0","0","0",517.72800000000,
"4050034300","4050016000","4050016900","2","107","000","-",명림로,"0","0","000","60","0","0","0",598.84910000000,
"4050034400","4050016900","4050016000","2","107","000","-",명림로,"0","0","000","60","0","0","0",598.52010000000,
"4050034500","4050002501","4050016400","1","106","000","1139",1100로,"0","0","000","60","0","0","0",198.65530000000,
"4050034600","4050016400","4050002501","1","106","000","1139",1100로,"0","0","000","60","0","0","0",195.39780000000,
"4050034700","4050016300","4050016200","1","107","000","-",축산마을길,"0","0","000","50","0","0","0",55.97690000000,
"4050034800","4050016200","4050016300","1","107","000","-",축산마을길,"0","0","000","50","0","0","0",57.59340000000,
"4050034900","4050016400","4050016300","1","107","000","-",축산마을길,"0","0","000","50","0","0","0",531.86020000000,
"4050035000","4050016300","4050016400","1","107","000","-",축산마을길,"0","0","000","50","0","0","0",530.10250000000,
"4050035100","4050002500","4050016400","1","107","000","-",축산마을길,"0","0","000","50","0","0","0",78.31510000000,
"4050035200","4050016400","4050002500","1","107","000","-",축산마을길,"0","0","000","50","0","0","0",77.43660000000,
"4050035300","4050016400","4050002502","1","106","000","1139",1100로,"0","0","000","60","0","0","0",878.41800000000,
"4050035400","4050002502","4050016400","1","106","000","1139",1100로,"0","0","000","60","0","0","0",894.49960000000,
"4050035501","4050003800","4050073600","1","107","000","-",월산남길,"0","0","000","10","0","0","0",253.23380000000,
"4050036000","4050016700","4050016600","1","107","000","-",산천단동길,"0","0","000","50","0","0","0",209.54230000000,
"4050035502","4050073600","4050073700","1","107","000","-",월산남길,"0","0","000","10","0","0","0",900.13540000000,
"4050035503","4050073700","4050016500","1","107","000","-",월산남길,"0","0","000","50","0","0","0",2089.44650000000,
"4050035601","4050073700","4050073600","1","107","000","-",월산남길,"0","0","000","10","0","0","0",907.17920000000,
"4050035602","4050016500","4050073700","1","107","000","-",월산남길,"0","0","000","50","0","0","0",2085.04300000000,
"4050035603","4050073600","4050003800","1","107","000","-",월산남길,"0","0","000","10","0","0","0",253.50120000000,
"4050035700","4050002401","4050016600","1","107","000","-",산천단동길,"0","0","000","50","0","0","0",33.62460000000,
"4050035800","4050016600","4050002401","1","107","000","-",산천단동길,"0","0","000","50","0","0","0",33.62580000000,
"4050035900","4050016600","4050016700","1","107","000","-",산천단동길,"0","0","000","50","0","0","0",205.36030000000,
"4050036100","4050017300","4050016600","1","107","000","-",제주대학로4길,"0","0","000","10","0","0","0",1218.66210000000,
"4050036501","4050016900","4050016901","1","107","000","-",명림로,"0","0","000","60","0","0","0",897.61910000000,
"4050036502","4050016901","4050005600","1","107","000","-",명림로,"0","0","000","60","0","0","0",3754.35840000000,
"4050036200","4050016600","4050017300","1","107","000","-",제주대학로4길,"0","0","000","10","0","0","0",1221.72870000000,
"4050036301","4050018200","4050074100","2","107","000","-",오남로,"0","0","000","50","0","0","0",585.23470000000,
"4050036302","4050074100","4050016800","1","107","000","-",오라남로,"0","0","000","50","0","0","450",1522.30130000000,
"4050036401","4050016800","4050074100","1","107","000","-",오라남로,"0","0","000","50","0","0","450",1525.94550000000,
"4050036402","4050074100","4050018200","2","107","000","-",오남로,"0","0","000","50","0","0","0",587.72700000000,
"4050040200","4050018300","4050002902","2","107","000","-",애조로,"0","0","000","80","0","0","0",178.99300000000,
