"충전소명",충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
"두모리마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 한경면 두모11길 52-1,,KT,1522-0123,33.35748203,126.1830528,2019-06-30
"현광협(오크라)",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 신광로 4길 38,,KT,1522-0123,33.48910971,126.4860734,2019-06-30
"판포리 마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 한경면 판포4길 39,,KT,1522-0123,33.3625057,126.2032586,2019-06-30
"상대리 마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 한림읍 중산간서로 4950,,KT,1522-0123,33.4072403,126.2935318,2019-06-30
"(재)제주구천주교회유지재단",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 한경면 용수1길 108,,KT,1522-0123,33.3227927,126.1677958,2019-06-30
"신풍리 사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 성산읍 풍천로 227,,KT,1522-0123,33.3611883,126.8354996,2019-06-30
"인성리 사무실",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 대정읍 향교로75번길 60,,KT,1522-0123,33.2477907,126.2805421,2019-06-30
"북촌리 사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 일주동로 1514,,KT,1522-0123,33.548014,126.6960026,2019-06-30
"천주교 하귀성당",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 애월읍 하귀로 23길 21,,KT,1522-0123,33.4786114,126.4036176,2019-06-30
"신촌리 사무소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 신북로 54,,KT,1522-0123,33.5332317,126.6203747,2019-06-30
"주식회사 샐리스",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 고내로 46,,KT,1522-0123,33.4706349,126.3545665,2019-06-30
"주식회사 어라운드폴리",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 성산읍 서성일로 433,,KT,1522-0123,33.41583536,126.8358843,2019-06-30
"대신자동차매매상사",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 일주동로 91-6,,KT,1522-0123,33.5153899978,126.5562375,2019-06-30
"(주)메이풀하우스유스호스텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 곱은달서길 165,,KT,1522-0123,33.5011023,126.6616581,2019-06-30
"해호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 용담3동 1161,제주특별자치도 제주시 용담3동 1161,KT,1522-0123,33.5197387,126.495252,2019-06-30
"우도면 천진리",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 우도면 천진길 10,,KT,1522-0123,33.4948384,126.951612,2019-06-30
"브리즈베이호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 성산읍 성산등용로 42,,KT,1522-0123,33.46659527,126.9308464,2019-06-30
"삼육구",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 와흘로 369,,KT,1522-0123,33.4736957,126.6457121,2019-06-30
"수망관광휴양펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 남원읍 서성로 986-24,,KT,1522-0123,33.3362835,126.6977757,2019-06-30
"그랜드골프 연습장",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 토평서로 26,,KT,1522-0123,33.2761141,126.5830394,2019-06-30
"한림정낭장례식장",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 한림읍 명랑로 76,,KT,1522-0123,33.4127644,126.272198,2019-06-30
"블라제리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 녹산로 274,,KT,1522-0123,33.3792785,126.746889,2019-06-30
"제주오라성",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 오라남로 16,,KT,1522-0123,33.4596254,126.5120062,2019-06-30
"성읍2리마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 성읍리 3006,제주특별자치도 서귀포시 표선면 성읍리 3006,KT,1522-0123,33.4185166,126.7688469,2019-06-30
"꿈꾸는 노마드",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 강정동 1026-1,제주특별자치도 서귀포시 강정동 1026-1,KT,1522-0123,33.2416981125,126.499556077,2019-06-30
"휴마루 호스텔 카페",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 서홍동 1777-3,제주특별자치도 서귀포시 서홍동 1777-3,KT,1522-0123,33.2612932,126.542613623,2019-06-30
"더 블루 제주 라스지오르",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 칠십리로 479,,KT,1522-0123,33.2419986,126.6016934,2019-06-30
"프라임 산후조리원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 오남로 82,,KT,1522-0123,33.478369,126.5165949,2019-06-30
"서귀포중앙 골프연습장",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 동홍로 303번길 30,,KT,1522-0123,33.2743014,126.5642979,2019-06-30
"수앤수 가족호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 부룡수길 60,,KT,1522-0123,33.47454087,126.3585877,2019-06-30
"뉴월드 골프타운",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 강정동 1531,제주특별자치도 서귀포시 강정동 1531,KT,1522-0123,33.2616543,126.5070174,2019-06-30
"한빛 분향소",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 동홍동 1518-1,제주특별자치도 서귀포시 동홍동 1518-1,KT,1522-0123,33.2663197,126.5671727,2019-06-30
"노형골프클럽",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 한라대학로 114,,KT,1522-0123,33.4759667,126.4828885,2019-06-30
"샤뜰레펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 서호호근로 46번길 68,,KT,1522-0123,33.2480275,126.5289509,2019-06-30
"제주에코 스위츠",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 중문동 944-5,제주특별자치도 서귀포시 중문동 944-5,KT,1522-0123,33.2654004135,126.427735755,2019-06-30
"㈜오제이상사",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 유수암평화길 162,,KT,1522-0123,33.4298351,126.4089152,2019-06-30
"한국 천주교 엠마오 연수원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 한림읍 금악리 105-4,제주특별자치도 제주시 한림읍 금악리 105-4,KT,1522-0123,33.3414099521,126.321681117,2019-06-30
"천주교 제주교구 청수성당",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 한경면 중산간 서로 3521 청수성당,,KT,1522-0123,33.3227757,126.2461178,2019-06-30
"대한 예수교 한림교회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 한림읍 한림로 14길 13,,KT,1522-0123,33.4159308,126.266916,2019-06-30
"대한 예수교 애월교회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 애월로 18길 5,,KT,1522-0123,33.4628585,126.3261739,2019-06-30
"무릉2리마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 대정읍 중산간 서로2868,,KT,1522-0123,33.2747978,126.2353875,2019-06-30
"안성리마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 대정읍 추사로 10-1,,KT,1522-0123,33.2501849,126.2818826,2019-06-30
"선앤문",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 곽지리 1635,제주특별자치도 제주시 애월읍 곽지리 1635,KT,1522-0123,33.4500504,126.308394898,2019-06-30
"구억리마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 대정읍 중산간서로 2380,,KT,1522-0123,33.2728481,126.2792043,2019-06-30
"태백산 제주 본점",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 도공로 154-12,,KT,1522-0123,33.49471726,126.4672045,2019-06-30
"펠리체 리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 태평로 111,,KT,1522-0123,33.24442153,126.534997,2019-06-30
"한림2리새마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 한림읍 한림남길 6,,KT,1522-0123,33.4114546,126.2685905,2019-06-30
"신도1리마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 대정읍 도원로 217,,KT,1522-0123,33.2783854,126.1918199,2019-06-30
"대한예수교장로회 서귀포교회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 동홍동 444-1,제주특별자치도 서귀포시 동홍동 444-1,KT,1522-0123,33.2663197,126.5671727,2019-06-30
"하소로지역아동센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 유수암리 2832,제주특별자치도 제주시 애월읍 유수암리 2832,KT,1522-0123,33.423023,126.3967336,2019-06-30
"제주스카이라인휴양펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 주르레남길 19,,KT,1522-0123,33.44141416,126.4831887,2019-06-30
"성읍1리마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 중산간동로 4658,,KT,1522-0123,33.3899135,126.7977896,2019-06-30
"오젠정식",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 명림로 220,,KT,1522-0123,33.4674092,126.6105107,2019-06-30
"고금삼계탕",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 번영로3248번길 7,,KT,1522-0123,33.3726822,126.7971235,2019-06-30
"천주교제주교구 조천성당",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 조천2길 19,,KT,1522-0123,33.5329058,126.6316287,2019-06-30
"호텔화인",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 칠십리로 87,,KT,1522-0123,33.2403247,126.5651122,2019-06-30
"제주민속식품",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 구좌읍 번영로 2178,,KT,1522-0123,33.4281022,126.7510394,2019-06-30
"제주통나무휴양펜션",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 하천리 1583,제주특별자치도 서귀포시 표선면 하천리 1583,KT,1522-0123,33.3510659,126.8238500,2019-06-30
"주식회사 탐라신들의 고향",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 선교로 474,,KT,1522-0123,33.4628154,126.7088403,2019-06-30
"성미가든",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 교래리 533,제주특별자치도 제주시 조천읍 교래리 533,KT,1522-0123,33.4375878326,126.67708136,2019-06-30
"제주나인리조트",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 해안마을북길 14-5,,KT,1522-0123,33.4650239,126.4537337,2019-06-30
"신례1리마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 남원읍 신례중앙로 37,,KT,1522-0123,33.2880916,126.6271158,2019-06-30
"㈜레이크힐스리조트제주",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 상예동 4611,,KT,1522-0123,33.2674383,126.3769731,2019-06-30
"송악리조트렌트",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 대정읍 형제해안로 256-8,,KT,1522-0123,33.21232307,126.2916634,2019-06-30
"청지목",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 조천읍 교래리 651,제주특별자치도 제주시 조천읍 교래리 651,KT,1522-0123,33.4252649,126.6725711,2019-06-30
"안다미로",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 조천읍 비자림로 648,,KT,1522-0123,33.4363054,126.6766625,2019-06-30
"스노우빈",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 조천읍 비자림로 702-41,,KT,1522-0123,33.4322959,126.6792772,2019-06-30
"아름",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 조천읍 교래리 570,제주특별자치도 제주시 조천읍 교래리 570,KT,1522-0123,33.4356103,126.6787796,2019-06-30
"다락",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 조천읍 비자림로 658,,KT,1522-0123,33.4369041,126.6771728,2019-06-30
"곶자왈",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 조천읍 비자림로 631,,KT,1522-0123,33.4354718,126.6748406,2019-06-30
"새순지역아동센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 대통길 3,,KT,1522-0123,33.4926817,126.4423443,2019-06-30
"해바라기지역아동센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 구좌읍 평대리 3349-9,제주특별자치도 제주시 구좌읍 평대리 3349-9,KT,1522-0123,33.5264879,126.8542789,2019-06-30
"꿈쟁이 지역아동센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 용담2동 655-12,제주특별자치도 제주시 용담2동 655-12,KT,1522-0123,33.5072672,126.5068606,2019-06-30
"토계정",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 조천읍 교래3길 1,,KT,1522-0123,33.4367741,126.6772425,2019-06-30
"주식회사 아름다운리조트",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 성산읍 해맞이해안로 2644,,KT,1522-0123,33.4752383,126.9101641,2019-06-30
"주식회사 아름다운리조트",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 성산읍 해맞이해안로 2644,,포스코ICT,1600-4047,33.4752383,126.9101641,2019-06-30
"호텔더본제주",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,4,0,N,제주특별자치도 서귀포시 색달로 18,,KT,1522-0123,33.3023572,126.421912,2019-06-30
"사단법인 웃뜨르운영협의회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 한경면 청수리 113-3,제주특별자치도 제주시 한경면 청수리 113-3 빛센터 1층,KT,1522-0123,33.3018459,126.2582554,2019-06-30
"㈜ 테마 (제주지점)",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 애월로1길 8,,KT,1522-0123,33.4630443,126.3124885,2019-06-30
"(재)대한예수교장로회금성교회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 금성리 436-3,제주특별자치도 제주시 애월읍 금성리 436-3,KT,1522-0123,33.4463282,126.302726,2019-06-30
"중문제일행복한 홈스쿨지역아동센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 1100로49번길 11 (중문동),,KT,1522-0123,33.254145,126.4333083,2019-06-30
"비전지역아동센터",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 강정동 1514,제주특별자치도 서귀포시 강정동 1514,KT,1522-0123,33.2622909,126.5008946,2019-06-30
"항운노조새마을금고",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 서해안로 192,,KT,1522-0123,33.5053914,126.468711,2019-06-30
"지에스25(GS25)수산삼거리점",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 성산읍 서성일로 1029,,KT,1522-0123,33.44359874,126.888659,2019-06-30
"제주승마장",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 교래리 산10-1,제주특별자치도 제주시 조천읍 교래리 산10-1,KT,1522-0123,33.4087482,126.635052,2019-06-30
OK승마장,주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 표선면 번영로 2595,,KT,1522-0123,33.4027906,126.7831873,2019-06-30
"풍경호스텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 남성로 117,,KT,1522-0123,33.24237001,126.5528623,2019-06-30
"풍경호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 남성중로 147,,KT,1522-0123,33.2449600,126.553764,2019-06-30
"남쪽나라빌",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 천제연로 133-1(중문동),,KT,1522-0123,33.2541121,126.4198762,2019-06-30
"오렌지슈가 주식회사",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 하광로 540-66,,KT,1522-0123,33.44115754,126.4287999,2019-06-30
"하예1마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 하예로 1-3(하예동),,KT,1522-0123,33.2434657,126.3861414,2019-06-30
"상예2마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 존제로15번길2 (상예동),,KT,1522-0123,33.2656791,126.3770217,2019-06-30
"상예1동마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 예래로144번길 42 2층(상예동),,KT,1522-0123,33.2487318,126.3905888,2019-06-30
"예래5동마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 서귀포시 예래로 416(하예동),,KT,1522-0123,33.2365993,126.3732700,2019-06-30
"에스케이핀크스 주식회사",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 안덕면 산록남로 863,,KT,1522-0123,33.3053535,126.3937346,2019-06-30
"제주힐",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 하소로 507,,KT,1522-0123,33.43792401,126.3933982,2019-06-30
"에바다호스텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 이호일동 1812-8,제주특별자치도 제주시 이호일동 1812-8외 1필지,KT,1522-0123,33.4972839,126.447497,2019-06-30
"레드윌호스텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 현사길 33 (이호일동),,KT,1522-0123,33.4969752,126.4487625,2019-06-30
"성진교회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 삼봉로 162 (도련일동),,KT,1522-0123,33.5070933,126.590678,2019-06-30
"주식회사 로봇스퀘어",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 구좌읍 해맞이해안로 1032,,KT,1522-0123,33.5159059,126.8548625,2019-06-30
"㈜ 뉴월드삼화점",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 일주동로 233,,KT,1522-0123,33.5197394,126.5701983,2019-06-30
"대한예수교장로회서귀포제일교회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 정방연로 48 (토평동),,KT,1522-0123,33.2520997,126.5772000,2019-06-30
"디아일랜드마리나호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 성산읍 고성오조로 94,,KT,1522-0123,33.4520047,126.9143227,2019-06-30
"한국마사회제주육성목장",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 나조로 1660,,KT,1522-0123,33.4188744,126.6821974,2019-06-30
"제주오름 승마랜드",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 번영로 1734-15,,KT,1522-0123,33.4489847,126.7135119,2019-06-30
"거문오름유스호스텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 조천읍 선교로 434-2,,KT,1522-0123,33.4674748,126.7090918,2019-06-30
"한수리새마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 한림읍 한림로 739,,KT,1522-0123,33.4208672,126.2637948,2019-06-30
"동명새마을회",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 한림읍 한림중앙로 62,,KT,1522-0123,33.4092003,126.2655233,2019-06-30
"㈜대명레저제주 제주지점",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,5,0,N,제주특별자치도 서귀포시 표선면 일주동로 6347-17,,KT,1522-0123,33.3056347,126.7921182,2019-06-30
"다인오세아노호텔",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 애월해안로 394,,KT,1522-0123,33.47252237,126.3504781,2019-06-30
"호텔 빠레브 주식회사",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,3,0,N,제주특별자치도 서귀포시 김정문화로 15,,KT,1522-0123,33.2523353,126.5066913,2019-06-30
"한류㈜",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 애월읍 하소로 769-15,,KT,1522-0123,33.4168955,126.3982975,2019-06-30
"주왕산업개발 주식회사",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 성산읍 한도로 269-37,,KT,1522-0123,33.46911849,126.9351432,2019-06-30
"펄리플러스 호텔",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 도두봉 2길 2,,KT,1522-0123,33.50542917,126.4699672,2019-06-30
JJP골프클럽,주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 중문상로 140번길,,KT,1522-0123,33.2628002,126.4296655,2019-06-30
"강정코아루아파트 1단지",주차장,제주특별자치도,입주자외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 신서로 87,,KT,1522-0123,33.25977059,126.5050294,2019-06-30
"강정코아루아파트 2단지",주차장,제주특별자치도,입주자외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 신서로 85,,KT,1522-0123,33.25841228,126.5044618,2019-06-30
"강정코아루아파트 3단지",주차장,제주특별자치도,입주자외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 신서로 89,,KT,1522-0123,33.25884787,126.5051676,2019-06-30
"에스호텔 주식회사",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 오일장중길 26,,KT,1522-0123,33.495435,126.4715141,2019-06-30
"나이스호텔",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 논세길 96-38,,KT,1522-0123,33.48297388,126.4423707,2019-06-30
"흰수염고래리조트",주차장,제주특별자치도,고객외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 애월읍 구엄리 941,제주특별자치도 제주시 애월읍 구엄리 941,KT,1522-0123,33.4748857,126.380015581,2019-06-30
"방림원",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 한경면 용금로 864,,KT,1522-0123,33.3370712,126.2687794,2019-06-30
"해오름",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 오일장서길 21,,KT,1522-0123,33.49492052,126.4759669,2019-06-30
"㈜소프트라인 제주지점",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,5,0,N,제주특별자치도 서귀포시 예래해안로 15,,KT,1522-0123,33.2334783,126.370124,2019-06-30
"대진유토피아입주자대표회의",주차장,제주특별자치도,입주자외 이용불가,00:00,23:59,Y,N,,4,0,N,제주특별자치도 서귀포시 표서면 번영로 3428번길 129,,KT,1522-0123,33.3419561,126.8142057,2019-06-30
"함덕진우파크빌",주차장,제주특별자치도,입주자외 이용불가,00:00,23:59,Y,N,,1,0,N,제주특별자치도 제주시 조천읍 함덕남12길 19-6,,KT,1522-0123,33.5325518,126.6740901,2019-06-30
"함덕태영주택",주차장,제주특별자치도,입주자외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 조천읍 함덕남12길 19-3,,KT,1522-0123,33.5332549,126.6744992,2019-06-30
"한림코아루아파트입주자대표회의",주차장,제주특별자치도,입주자외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 제주시 한림읍 동명북 2길 15,,KT,1522-0123,33.4078905,126.2647663,2019-06-30
"번개과학관",주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 토평공단로 78-27,,KT,1522-0123,33.28951947,126.5888268,2019-06-30
"아우룸숲아파트 입대위",주차장,제주특별자치도,입주자외 이용불가,00:00,23:59,Y,N,,2,0,N,제주특별자치도 서귀포시 홍중로 105,,KT,1522-0123,33.2618808,126.555731,2019-06-30
